vin,component,cycle,value,rul
VIN_36377,fuel_pump,253,53.37745543369823,662
VIN_36377,fuel_pump,254,56.768352621643345,661
VIN_36377,fuel_pump,255,55.81304139995211,660
VIN_36377,fuel_pump,256,49.415863216850454,659
VIN_36377,fuel_pump,257,52.558804913295724,658
VIN_36377,fuel_pump,258,54.531607869905756,657
VIN_36377,fuel_pump,259,51.77134318717856,656
VIN_36377,fuel_pump,260,56.0208784561479,655
VIN_36377,fuel_pump,261,52.78670839666605,654
VIN_36377,fuel_pump,262,53.79989587507994,653
VIN_36377,fuel_pump,263,52.36470608315393,652
VIN_36377,fuel_pump,264,55.825200861939145,651
VIN_36377,fuel_pump,265,51.99116803741171,650
VIN_36377,fuel_pump,266,50.668505825167166,649
VIN_36377,fuel_pump,267,53.349617162336614,648
VIN_36377,fuel_pump,268,55.09661179096579,647
VIN_36377,fuel_pump,269,53.19927870496178,646
VIN_36377,fuel_pump,270,55.10767116085263,645
VIN_36377,fuel_pump,271,55.24440690764286,644
VIN_36377,fuel_pump,272,53.357198426562846,643
VIN_36377,fuel_pump,273,52.92603178042538,642
VIN_36377,fuel_pump,274,54.38335668660322,641
VIN_36377,fuel_pump,275,52.27399037816563,640
VIN_36377,fuel_pump,276,50.07480359616034,639
VIN_36377,fuel_pump,277,53.08905482065303,638
VIN_36377,fuel_pump,278,52.58087665142133,637
VIN_36377,fuel_pump,279,53.66023254215977,636
VIN_36377,fuel_pump,280,49.39514176445088,635
VIN_36377,fuel_pump,281,52.00391889903124,634
VIN_36377,fuel_pump,282,54.51578981916227,633
VIN_36377,fuel_pump,283,54.67877854572229,632
VIN_36377,fuel_pump,284,51.24528382580865,631
VIN_36377,fuel_pump,285,53.46569787173909,630
VIN_36377,fuel_pump,286,56.58165686303962,629
VIN_36377,fuel_pump,287,57.14979831033661,628
VIN_36377,fuel_pump,288,51.942406736418164,627
VIN_36377,fuel_pump,289,50.626498681468085,626
VIN_36377,fuel_pump,290,50.67765069292544,625
VIN_36377,fuel_pump,291,51.361737122131174,624
VIN_36377,fuel_pump,292,50.80156036756367,623
VIN_36377,fuel_pump,293,51.74339030903425,622
VIN_36377,fuel_pump,294,53.548256249333456,621
VIN_36377,fuel_pump,295,53.55074492928911,620
VIN_36377,fuel_pump,296,50.57867716956866,619
VIN_36377,fuel_pump,297,52.1789373568499,618
VIN_36377,fuel_pump,298,51.02242314695172,617
VIN_36377,fuel_pump,299,54.96873049355432,616
VIN_36377,fuel_pump,300,54.09379499764291,615
VIN_36377,fuel_pump,301,51.87690315068776,614
VIN_36377,fuel_pump,302,53.30489253754363,613
VIN_36377,fuel_pump,303,54.64693596258434,612
VIN_36377,fuel_pump,304,51.66574285449343,611
VIN_36377,fuel_pump,305,56.14217148691926,610
VIN_36377,fuel_pump,306,51.66274810774834,609
VIN_36377,fuel_pump,307,53.021992921428314,608
VIN_36377,fuel_pump,308,55.64071321364436,607
VIN_36377,fuel_pump,309,51.74911541545398,606
VIN_36377,fuel_pump,310,51.31695347955498,605
VIN_36377,fuel_pump,311,50.763692073264146,604
VIN_36377,fuel_pump,312,53.37674438848428,603
VIN_36377,fuel_pump,313,56.9865772647487,602
VIN_36377,fuel_pump,314,54.16388415374959,601
VIN_36377,fuel_pump,315,50.957942799811406,600
VIN_36377,fuel_pump,316,55.77426039383113,599
VIN_36377,fuel_pump,317,52.578130715862464,598
VIN_36377,fuel_pump,318,49.458118067379594,597
VIN_36377,fuel_pump,319,50.12438120108586,596
VIN_36377,fuel_pump,320,51.234962872683276,595
VIN_36377,fuel_pump,321,51.69468055389172,594
VIN_36377,fuel_pump,322,53.81422959182406,593
VIN_36377,fuel_pump,323,54.263374402600746,592
VIN_36377,fuel_pump,324,51.291155692624955,591
VIN_36377,fuel_pump,325,51.26594265674204,590
VIN_36377,fuel_pump,326,51.08785925078251,589
VIN_36377,fuel_pump,327,47.39357874439614,588
VIN_36377,fuel_pump,328,53.83427800666697,587
VIN_36377,fuel_pump,329,52.23406372264831,586
VIN_36377,fuel_pump,330,53.00676026649659,585
VIN_36377,fuel_pump,331,54.186764546720106,584
VIN_36377,fuel_pump,332,49.304441004310455,583
VIN_36377,fuel_pump,333,52.619223305584406,582
VIN_36377,fuel_pump,334,55.84174461991024,581
VIN_36377,fuel_pump,335,52.93501803462916,580
VIN_36377,fuel_pump,336,52.698551022350905,579
VIN_36377,fuel_pump,337,52.28620430998368,578
VIN_36377,fuel_pump,338,52.3770705486496,577
VIN_36377,fuel_pump,339,51.479833119939,576
VIN_36377,fuel_pump,340,53.35068084481225,575
VIN_36377,fuel_pump,341,49.88909414902666,574
VIN_36377,fuel_pump,342,50.07514360052755,573
VIN_36377,fuel_pump,343,51.22606907882128,572
VIN_36377,fuel_pump,344,50.75869988399755,571
VIN_36377,fuel_pump,345,53.56446452600255,570
VIN_36377,fuel_pump,346,52.819388345721094,569
VIN_36377,fuel_pump,347,49.41020003814036,568
VIN_36377,fuel_pump,348,52.16959796358259,567
VIN_36377,fuel_pump,349,49.61850592986315,566
VIN_36377,fuel_pump,350,48.8581393247833,565
VIN_36377,fuel_pump,351,50.82436579619021,564
VIN_36377,fuel_pump,352,50.69255999988741,563
VIN_36377,fuel_pump,353,52.15539590563801,562
VIN_36377,fuel_pump,354,49.560202039809795,561
VIN_36377,fuel_pump,355,51.97993546382143,560
VIN_36377,fuel_pump,356,49.72557273971306,559
VIN_36377,fuel_pump,357,49.11773768231338,558
VIN_36377,fuel_pump,358,49.28141365766205,557
VIN_36377,fuel_pump,359,51.246948420784356,556
VIN_36377,fuel_pump,360,52.70823406078727,555
VIN_36377,fuel_pump,361,53.871226239325566,554
VIN_36377,fuel_pump,362,53.40267776791474,553
VIN_36377,fuel_pump,363,51.61817292676427,552
VIN_36377,fuel_pump,364,49.90147950360203,551
VIN_36377,fuel_pump,365,51.15911023064123,550
VIN_36377,fuel_pump,366,50.365176144372604,549
VIN_36377,fuel_pump,367,50.55558580410645,548
VIN_36377,fuel_pump,368,52.83414321454305,547
VIN_36377,fuel_pump,369,51.8906596529571,546
VIN_36377,fuel_pump,370,53.25389083693592,545
VIN_36377,fuel_pump,371,51.24717361179984,544
VIN_36377,fuel_pump,372,49.14716891612641,543
VIN_36377,fuel_pump,373,51.88280863464576,542
VIN_36377,fuel_pump,374,53.341570766220094,541
VIN_36377,fuel_pump,375,46.739788044812954,540
VIN_36377,fuel_pump,376,49.76485076019418,539
VIN_36377,fuel_pump,377,48.55227995805355,538
VIN_36377,fuel_pump,378,50.92430356764175,537
VIN_36377,fuel_pump,379,49.62035693857247,536
VIN_36377,fuel_pump,380,51.42460850659698,535
VIN_36377,fuel_pump,381,53.19714015646221,534
VIN_36377,fuel_pump,382,50.148264470805934,533
VIN_36377,fuel_pump,383,54.20204035253502,532
VIN_36377,fuel_pump,384,49.98510408534214,531
VIN_36377,fuel_pump,385,53.09833062290042,530
VIN_36377,fuel_pump,386,49.34416235256459,529
VIN_36377,fuel_pump,387,51.2564031396894,528
VIN_36377,fuel_pump,388,49.048207522786704,527
VIN_36377,fuel_pump,389,50.694583146359555,526
VIN_36377,fuel_pump,390,49.90418025710412,525
VIN_36377,fuel_pump,391,51.96624100265387,524
VIN_36377,fuel_pump,392,51.59973285640501,523
VIN_36377,fuel_pump,393,49.46782295322005,522
VIN_36377,fuel_pump,394,49.349168069684204,521
VIN_36377,fuel_pump,395,53.69660970155347,520
VIN_36377,fuel_pump,396,49.77912626473631,519
VIN_36377,fuel_pump,397,52.28657863230338,518
VIN_36377,fuel_pump,398,48.23088625946831,517
VIN_36377,fuel_pump,399,49.24913848294221,516
VIN_36377,fuel_pump,400,49.38403553813289,515
VIN_36377,fuel_pump,401,48.57612257042788,514
VIN_36377,fuel_pump,402,44.59386196734367,513
VIN_36377,fuel_pump,403,52.16396609558506,512
VIN_36377,fuel_pump,404,47.921656948090266,511
VIN_36377,fuel_pump,405,46.31082601641943,510
VIN_36377,fuel_pump,406,51.467682818173955,509
VIN_36377,fuel_pump,407,51.737226230313844,508
VIN_36377,fuel_pump,408,52.08055798678623,507
VIN_36377,fuel_pump,409,50.29079806645627,506
VIN_36377,fuel_pump,410,53.280535858413636,505
VIN_36377,fuel_pump,411,51.15582953711743,504
VIN_36377,fuel_pump,412,49.77801674390556,503
VIN_36377,fuel_pump,413,48.06002052875071,502
VIN_36377,fuel_pump,414,55.12799401788501,501
VIN_36377,fuel_pump,415,48.46335724907193,500
VIN_36377,fuel_pump,416,49.69386523879394,499
VIN_36377,fuel_pump,417,51.5701788912858,498
VIN_36377,fuel_pump,418,51.109438990441404,497
VIN_36377,fuel_pump,419,46.90128772131629,496
VIN_36377,fuel_pump,420,50.2636421657701,495
VIN_36377,fuel_pump,421,51.73102962536788,494
VIN_36377,fuel_pump,422,52.02312864534461,493
VIN_36377,fuel_pump,423,47.49450512537114,492
VIN_36377,fuel_pump,424,50.374301256406056,491
VIN_36377,fuel_pump,425,49.88187593520988,490
VIN_36377,fuel_pump,426,48.759018762348354,489
VIN_36377,fuel_pump,427,51.26804223373968,488
VIN_36377,fuel_pump,428,47.60705076028111,487
VIN_36377,fuel_pump,429,51.44584869210212,486
VIN_36377,fuel_pump,430,48.103333639699436,485
VIN_36377,fuel_pump,431,49.35034501272759,484
VIN_36377,fuel_pump,432,50.56314374653872,483
VIN_36377,fuel_pump,433,51.059152872375215,482
VIN_36377,fuel_pump,434,51.50712882087516,481
VIN_36377,fuel_pump,435,49.69348564780591,480
VIN_36377,fuel_pump,436,46.163631104844825,479
VIN_36377,fuel_pump,437,49.140894014617274,478
VIN_36377,fuel_pump,438,47.62010908784499,477
VIN_36377,fuel_pump,439,45.60908707604563,476
VIN_36377,fuel_pump,440,45.8019162838656,475
VIN_36377,fuel_pump,441,48.729423695060376,474
VIN_36377,fuel_pump,442,49.81383365060125,473
VIN_36377,fuel_pump,443,51.00301953157159,472
VIN_36377,fuel_pump,444,47.130720152489985,471
VIN_36377,fuel_pump,445,48.551277330336966,470
VIN_36377,fuel_pump,446,45.64157873898319,469
VIN_36377,fuel_pump,447,46.9631993342053,468
VIN_36377,fuel_pump,448,50.82375378082599,467
VIN_36377,fuel_pump,449,48.35047707391853,466
VIN_36377,fuel_pump,450,48.905573624943735,465
VIN_36377,fuel_pump,451,52.26728516852858,464
VIN_36377,fuel_pump,452,48.51240670167675,463
VIN_36377,fuel_pump,453,50.545194162308114,462
VIN_36377,fuel_pump,454,50.343862616654555,461
VIN_36377,fuel_pump,455,48.670909815173005,460
VIN_36377,fuel_pump,456,49.24487527288671,459
VIN_36377,fuel_pump,457,47.59576835045885,458
VIN_36377,fuel_pump,458,48.50119977648468,457
VIN_36377,fuel_pump,459,46.983536535645584,456
VIN_36377,fuel_pump,460,46.42970119593146,455
VIN_36377,fuel_pump,461,49.32581201253047,454
VIN_36377,fuel_pump,462,48.212170800252835,453
VIN_36377,fuel_pump,463,49.70799574687867,452
VIN_36377,fuel_pump,464,50.3453056418673,451
VIN_36377,fuel_pump,465,49.50299039048917,450
VIN_36377,fuel_pump,466,45.512876440202724,449
VIN_36377,fuel_pump,467,50.81220304918546,448
VIN_36377,fuel_pump,468,48.092184862111026,447
VIN_36377,fuel_pump,469,48.20425646941052,446
VIN_36377,fuel_pump,470,47.43249705725291,445
VIN_36377,fuel_pump,471,49.268266673167886,444
VIN_36377,fuel_pump,472,47.377793729301246,443
VIN_36377,fuel_pump,473,48.42668563345896,442
VIN_36377,fuel_pump,474,46.68454894923024,441
VIN_36377,fuel_pump,475,50.03307258463257,440
VIN_36377,fuel_pump,476,46.70538991831694,439
VIN_36377,fuel_pump,477,50.77729277076795,438
VIN_36377,fuel_pump,478,44.24270714759741,437
VIN_36377,fuel_pump,479,46.20867564028042,436
VIN_36377,fuel_pump,480,47.33658764323563,435
VIN_36377,fuel_pump,481,46.81152584228785,434
VIN_36377,fuel_pump,482,48.27871476543958,433
VIN_36377,fuel_pump,483,45.72538419745561,432
VIN_36377,fuel_pump,484,46.28335730378528,431
VIN_36377,fuel_pump,485,47.37656674631984,430
VIN_36377,fuel_pump,486,49.8559099492457,429
VIN_36377,fuel_pump,487,48.8581140173802,428
VIN_36377,fuel_pump,488,46.16038237845874,427
VIN_36377,fuel_pump,489,51.71000085282362,426
VIN_36377,fuel_pump,490,47.77959598817919,425
VIN_36377,fuel_pump,491,46.287345152368395,424
VIN_36377,fuel_pump,492,49.41109456502542,423
VIN_36377,fuel_pump,493,51.66300012843654,422
VIN_36377,fuel_pump,494,49.246419185785925,421
VIN_36377,fuel_pump,495,52.627425223692825,420
VIN_36377,fuel_pump,496,48.20712947587877,419
VIN_36377,fuel_pump,497,47.30730997684259,418
VIN_36377,fuel_pump,498,46.952193265689914,417
VIN_36377,fuel_pump,499,46.38310250144967,416
VIN_36377,fuel_pump,500,49.80963237205676,415
VIN_36377,fuel_pump,501,53.0860619673667,414
VIN_36377,fuel_pump,502,50.102204426072916,413
VIN_36377,fuel_pump,503,48.9104504852528,412
VIN_36377,fuel_pump,504,50.163530057207694,411
VIN_36377,fuel_pump,505,46.946631423886295,410
VIN_36377,fuel_pump,506,49.25436489360067,409
VIN_36377,fuel_pump,507,50.043815526300726,408
VIN_36377,fuel_pump,508,48.56032200268525,407
VIN_36377,fuel_pump,509,49.68708126652102,406
VIN_36377,fuel_pump,510,51.690155300824365,405
VIN_36377,fuel_pump,511,46.084131037548794,404
VIN_36377,fuel_pump,512,47.1067447700549,403
VIN_36377,fuel_pump,513,49.603777974319634,402
VIN_36377,fuel_pump,514,48.040712291799444,401
VIN_36377,fuel_pump,515,47.308361564252564,400
VIN_36377,fuel_pump,516,47.72141525068035,399
VIN_36377,fuel_pump,517,48.32834953475276,398
VIN_36377,fuel_pump,518,48.43137640442971,397
VIN_36377,fuel_pump,519,46.44714153427241,396
VIN_36377,fuel_pump,520,47.20283419923821,395
VIN_36377,fuel_pump,521,48.256681708258775,394
VIN_36377,fuel_pump,522,47.266570397702,393
VIN_36377,fuel_pump,523,49.52723257203805,392
VIN_36377,fuel_pump,524,47.73138844083365,391
VIN_36377,fuel_pump,525,50.60008643770722,390
VIN_36377,fuel_pump,526,48.55603495977648,389
VIN_36377,fuel_pump,527,46.725880096682744,388
VIN_36377,fuel_pump,528,44.242122661860044,387
VIN_36377,fuel_pump,529,50.0566087829889,386
VIN_36377,fuel_pump,530,47.95772304259946,385
VIN_36377,fuel_pump,531,47.35246461949234,384
VIN_36377,fuel_pump,532,49.3104120398361,383
VIN_36377,fuel_pump,533,49.11565113853875,382
VIN_36377,fuel_pump,534,51.15014103728881,381
VIN_36377,fuel_pump,535,47.67369758730845,380
VIN_36377,fuel_pump,536,45.349459257735965,379
